GEM Mine ID,Country,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),GEM Wiki Page (Non-ENG),Status,Capacity (Mtpa),Opening Year,ROM or Saleable,"Coal Output (Annual, Mt) 2023",Output Accuracy,"Coal Output (Annual, Mt) 2022",Output Accuracy,"Coal Output (Annual, Mt) 2021",Output Accuracy,"Coal Output (Annual, Mt) 2020",Output Accuracy,"Coal Output (Annual, Mt) 2019",Output Accuracy,"Coal Output (Annual, Mt) 2018",Output Accuracy,"Coal Output (Annual, Mt) 2017",Output Accuracy
M1327,China,Tiefa Daqiang Coal Mine,,????????????????????,https://www.gem.wiki/%E9%93%81%E6%B3%95%E7%85%A4%E4%B8%9A%E9%9B%86%E5%9B%A2%E5%A4%A7%E5%BC%BA%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%A4%A7%E5%BC%BA%E7%85%A4%E7%9F%BF,Operating,1.5,2020,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,-,,-,,-,,-,
M1321,China,Tiefa Daxing Coal Mine,,??????????????????,https://www.gem.wiki/%E9%93%81%E6%B3%95%E7%85%A4%E4%B8%9A%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%A4%A7%E5%85%B4%E7%85%A4%E7%9F%BF,Operating,2.4,1990,ROM,1.79,Estimated,1.80,Estimated,1.79,Estimated,1.68,Estimated,1.69,Estimated,2.33,Estimated,-,
M2176,China,Tongting Coal Mine,,??????????????,https://www.gem.wiki/%E6%B7%AE%E5%8C%97%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%AB%A5%E4%BA%AD%E7%85%A4%E7%9F%BF,Operating,1.5,1989,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,1.27,Estimated,1.80,Reported
M2210,China,Xiaonan Coal Mine,,?????????????????,https://www.gem.wiki/%E9%93%81%E6%B3%95%E7%85%A4%E4%B8%9A%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%99%93%E5%8D%97%E7%9F%BF,Operating,2.1,1980,ROM,1.56,Estimated,1.57,Estimated,1.56,Estimated,1.47,Estimated,1.48,Estimated,1.48,Estimated,-,
M2211,China,Xiaoqing Coal Mine,,??????????????????,https://www.gem.wiki/%E9%93%81%E6%B3%95%E7%85%A4%E4%B8%9A%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%B0%8F%E9%9D%92%E7%85%A4%E7%9F%BF,Operating,2.5,1984,ROM,1.86,Estimated,1.87,Estimated,1.86,Estimated,1.75,Estimated,1.77,Estimated,1.77,Estimated,-,
M2218,China,Xima Coal Mine,,??????????????,https://www.gem.wiki/%E6%B2%88%E9%98%B3%E7%84%A6%E7%85%A4%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%A5%BF%E9%A9%AC%E7%85%A4%E7%9F%BF,Operating,1.5,1989,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,1.06,Estimated,-,
M2439,China,Xinji No.1 Coal Mine,,????????????????,https://www.gem.wiki/%E4%B8%AD%E7%85%A4%E6%96%B0%E9%9B%86%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%96%B0%E9%9B%86%E4%B8%80%E7%9F%BF,Operating,1.8,1993,ROM,1.34,Estimated,1.35,Estimated,1.34,Estimated,1.26,Estimated,1.59,Reported,1.19,Reported,-,
M2466,China,Xinji No.2 Coal Mine,,????????????????,https://www.gem.wiki/%E4%B8%AD%E7%85%A4%E6%96%B0%E9%9B%86%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%96%B0%E9%9B%86%E4%BA%8C%E7%9F%BF,Operating,2.7,1996,ROM,2.01,Estimated,2.02,Estimated,2.01,Estimated,1.88,Estimated,2.57,Reported,2.61,Reported,2.56,Reported
M2250,China,Xuzhuang Coal Mine,,????????????????,https://www.gem.wiki/%E4%B8%8A%E6%B5%B7%E5%A4%A7%E5%B1%AF%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%BE%90%E5%BA%84%E7%85%A4%E7%9F%BF,Operating,1.6,1979,ROM,1.19,Estimated,1.20,Estimated,1.19,Estimated,1.26,Estimated,1.27,Estimated,1.27,Estimated,-,
M1241,China,Yaoqiao Coal Mine,,????????????????,https://www.gem.wiki/%E4%B8%8A%E6%B5%B7%E5%A4%A7%E5%B1%AF%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%A7%9A%E6%A1%A5%E7%85%A4%E7%9F%BF,Operating,4.25,1976,ROM,3.16,Estimated,3.18,Estimated,3.17,Estimated,3.11,Estimated,3.14,Estimated,3.14,Estimated,-,
M1244,China,Yindonggou Coal Mine,,???????????????,https://www.gem.wiki/%E5%AE%81%E5%A4%8F%E7%8E%8B%E6%B4%BC%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%93%B6%E6%B4%9E%E6%B2%9F%E7%85%A4%E7%9F%BF,Operating,3,2015,ROM,2.23,Estimated,2.25,Estimated,2.24,Estimated,2.09,Estimated,2.12,Estimated,2.12,Estimated,-,
M1246,China,Yinxing No. 1 Coal Mine,,????????????,https://www.gem.wiki/%E5%AE%81%E5%A4%8F%E9%93%B6%E6%98%9F%E7%85%A4%E4%B8%9A%E5%85%AC%E5%8F%B8%E9%93%B6%E6%98%9F%E4%B8%80%E4%BA%95,Operating,4,2018,ROM,2.98,Estimated,3.00,Estimated,2.98,Estimated,2.79,Estimated,2.82,Estimated,-,,-,
M1332,China,Yinxing No. 2 Coal Mine,,???????????????????????,https://www.gem.wiki/%E5%9B%BD%E7%94%B5%E8%8B%B1%E5%8A%9B%E7%89%B9%E8%83%BD%E6%BA%90%E5%8C%96%E5%B7%A5%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%93%B6%E6%98%9F%E4%BA%8C%E5%8F%B7%E7%85%A4%E7%9F%BF,Operating,2.2,2020,ROM,1.64,Estimated,1.65,Estimated,1.64,Estimated,1.26,Estimated,-,,-,,-,
M0426,China,Zhangji Coal Mine,,??????????????????,https://www.gem.wiki/%E6%B7%AE%E5%8D%97%E7%9F%BF%E4%B8%9A%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%BC%A0%E9%9B%86%E7%85%A4%E7%9F%BF,Operating,12.3,2001,ROM,9.15,Estimated,12.72,Reported,12.58,Reported,12.21,Reported,12.23,Reported,12.30,Reported,12.21,Reported
M2294,China,Zhangshuanglou Coal Mine,,?????????????????,https://www.gem.wiki/%E6%B1%9F%E8%8B%8F%E5%BE%90%E7%9F%BF%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%BC%A0%E5%8F%8C%E6%A5%BC%E7%85%A4%E7%9F%BF,Operating,1.8,1986,ROM,1.34,Estimated,1.35,Estimated,1.34,Estimated,1.26,Estimated,1.27,Estimated,1.48,Estimated,-,
M1254,China,Zhujidong Coal Mine,,???????????????????,https://www.gem.wiki/%E6%B7%AE%E5%8D%97%E7%9F%BF%E4%B8%9A%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%9C%B1%E9%9B%86%E4%B8%9C%E7%85%A4%E7%9F%BF,Operating,4,2013,ROM,2.98,Estimated,3.80,Reported,3.94,Reported,3.95,Reported,3.92,Reported,3.91,Reported,3.96,Reported
M1255,China,Zhujixi Coal Mine,,?????????????????,https://www.gem.wiki/%E4%B8%AD%E5%AE%89%E8%81%94%E5%90%88%E7%85%A4%E5%8C%96%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%9C%B1%E9%9B%86%E8%A5%BF%E7%85%A4%E7%9F%BF,Operating,3.2,2017,ROM,2.38,Estimated,3.32,Reported,2.70,Reported,1.56,Reported,1.50,Reported,2.82,Estimated,4.00,Reported
M2448,China,Chengshan Coal Mine Shaft,,????????????????????,https://www.gem.wiki/%E9%B8%A1%E8%A5%BF%E7%9F%BF%E4%B8%9A%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%9F%8E%E5%B1%B1%E7%85%A4%E7%9F%BF%E7%AB%8B%E4%BA%95,Operating,1.9,1938,ROM,1.41,Estimated,1.42,Estimated,1.42,Estimated,1.33,Estimated,1.34,Estimated,1.34,Estimated,-,
M1881,China,Donghai Coal Mine,,???????????????????,https://www.gem.wiki/%E9%BB%91%E9%BE%99%E6%B1%9F%E9%BE%99%E7%85%A4%E9%B8%A1%E8%A5%BF%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%B8%9C%E6%B5%B7%E7%85%A4%E7%9F%BF,Operating,1.2,1958,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M2464,China,Dongrong No. 2 Coal Mine,,?????????????????????????,https://www.gem.wiki/%E9%BB%91%E9%BE%99%E6%B1%9F%E9%BE%99%E7%85%A4%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%8F%8C%E9%B8%AD%E5%B1%B1%E5%88%86%E5%85%AC%E5%8F%B8%E4%B8%9C%E8%8D%A3%E4%BA%8C%E7%9F%BF,Operating,2.6,1995,ROM,1.93,Estimated,1.95,Estimated,1.94,Estimated,1.81,Estimated,1.84,Estimated,1.84,Estimated,-,
M1886,China,Dongrong No. 3 Coal Mine,,?????????????????????????,https://www.gem.wiki/%E9%BB%91%E9%BE%99%E6%B1%9F%E9%BE%99%E7%85%A4%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%8F%8C%E9%B8%AD%E5%B1%B1%E5%88%86%E5%85%AC%E5%8F%B8%E4%B8%9C%E8%8D%A3%E4%B8%89%E7%9F%BF,Operating,2.1,2001,ROM,1.56,Estimated,-,,-,,1.47,Estimated,1.48,Estimated,1.48,Estimated,-,
M1887,China,Dongshan Coal Mine,,???????????????????,https://www.gem.wiki/%E9%BB%91%E9%BE%99%E6%B1%9F%E9%BE%99%E7%85%A4%E9%B8%A1%E8%A5%BF%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%B8%9C%E5%B1%B1%E7%85%A4%E7%9F%BF,Operating,2.1,1992,ROM,1.56,Estimated,1.57,Estimated,1.56,Estimated,1.47,Estimated,1.48,Estimated,1.48,Estimated,-,
M1909,China,Fuli Coal Mine,,????????????????????????,https://www.gem.wiki/%E9%BB%91%E9%BE%99%E6%B1%9F%E9%BE%99%E7%85%A4%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%B9%A4%E5%B2%97%E5%88%86%E5%85%AC%E5%8F%B8%E5%AF%8C%E5%8A%9B%E7%85%A4%E7%9F%BF,Operating,2,1958,ROM,1.49,Estimated,1.50,Estimated,1.49,Estimated,1.40,Estimated,1.41,Estimated,1.41,Estimated,-,
M1958,China,Hongyang No. 2 Coal Mine,,??????????????,https://www.gem.wiki/%E6%B2%88%E9%98%B3%E7%84%A6%E7%85%A4%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%BA%A2%E9%98%B3%E4%BA%8C%E7%9F%BF,Operating,1.5,1969,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,1.06,Estimated,-,
M1959,China,Hongyang No. 3 Coal Mine,,??????????????,https://www.gem.wiki/%E6%B2%88%E9%98%B3%E7%84%A6%E7%85%A4%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%BA%A2%E9%98%B3%E4%B8%89%E7%9F%BF,Operating,2.4,2000,ROM,1.79,Estimated,1.80,Estimated,1.79,Estimated,1.68,Estimated,1.69,Estimated,1.69,Estimated,-,
M1156,China,Junde Coal Mine,,????????????????????????,https://www.gem.wiki/%E9%BB%91%E9%BE%99%E6%B1%9F%E9%BE%99%E7%85%A4%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%B9%A4%E5%B2%97%E5%88%86%E5%85%AC%E5%8F%B8%E5%B3%BB%E5%BE%B7%E7%85%A4%E7%9F%BF,Operating,4,1981,ROM,2.98,Estimated,3.00,Estimated,2.98,Estimated,2.79,Estimated,2.82,Estimated,2.82,Estimated,-,
M0299,China,Niaoshan Coal Mine,,????????????????????????,https://www.gem.wiki/%E9%BB%91%E9%BE%99%E6%B1%9F%E9%BE%99%E7%85%A4%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%B9%A4%E5%B2%97%E5%88%86%E5%85%AC%E5%8F%B8%E9%B8%9F%E5%B1%B1%E7%85%A4%E7%9F%BF,Operating,1.2,2022,ROM,0.89,Estimated,0.90,Estimated,-,,-,,-,,-,,-,
M2075,China,Pinggang Coal Mine,,???????????????????,https://www.gem.wiki/%E9%BB%91%E9%BE%99%E6%B1%9F%E9%BE%99%E7%85%A4%E9%B8%A1%E8%A5%BF%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%B9%B3%E5%B2%97%E7%85%A4%E7%9F%BF,Operating,1.2,1972,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M2096,China,Ronghua No.1 Coal Mine,,???????????????????,https://www.gem.wiki/%E9%BB%91%E9%BE%99%E6%B1%9F%E9%BE%99%E7%85%A4%E9%B8%A1%E8%A5%BF%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E8%8D%A3%E5%8D%8E%E4%B8%80%E7%9F%BF,Operating,1.8,2015,ROM,1.34,Estimated,1.35,Estimated,1.34,Estimated,1.26,Estimated,1.27,Estimated,-,,-,
M2122,China,Shenmu Xinyao Coal Mine,,???????????,https://www.gem.wiki/%E7%A5%9E%E6%9C%A8%E5%B8%82%E6%96%B0%E7%AA%91%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.5,1989,ROM,1.12,Estimated,1.35,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,1.06,Estimated,-,
M2129,China,Shiyangou Coal Mine,,???????????,https://www.gem.wiki/%E7%A5%9E%E6%9C%A8%E5%8E%BF%E5%BA%97%E5%A1%94%E9%95%87%E7%9F%B3%E5%B2%A9%E6%B2%9F%E7%85%A4%E7%9F%BF,Operating,1.2,1996,ROM,1.34,Estimated,1.35,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M2222,China,Shuangyashan Xin'an Coal Mine,,?????????????????????????,https://www.gem.wiki/%E9%BB%91%E9%BE%99%E6%B1%9F%E9%BE%99%E7%85%A4%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%8F%8C%E9%B8%AD%E5%B1%B1%E5%88%86%E5%85%AC%E5%8F%B8%E6%96%B0%E5%AE%89%E7%85%A4%E7%9F%BF,Operating,1.7,-,ROM,1.26,Estimated,1.27,Estimated,1.27,Estimated,1.19,Estimated,1.20,Estimated,1.69,Estimated,-,
M2354,China,Tianlong Dahaize Coal Mine,,????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E7%A5%9E%E4%B8%9C%E5%A4%A9%E9%9A%86%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%A4%A7%E6%B5%B7%E5%88%99%E7%85%A4%E7%9F%BF,Operating,1,2008,ROM,0.74,Estimated,0.75,Estimated,0.75,Estimated,0.70,Estimated,0.71,Estimated,0.71,Estimated,-,
M1212,China,Tiefa Daping Coal Mine,,??????????????????,https://www.gem.wiki/%E9%93%81%E6%B3%95%E7%85%A4%E4%B8%9A%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%A4%A7%E5%B9%B3%E7%85%A4%E7%9F%BF,Operating,4.05,2002,ROM,3.01,Estimated,3.03,Estimated,3.02,Estimated,2.83,Estimated,2.86,Estimated,2.86,Estimated,-,
M1223,China,Wenjiapo Coal Mine,,??????????????????,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E5%BD%AC%E9%95%BF%E6%96%87%E5%AE%B6%E5%9D%A1%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%96%87%E5%AE%B6%E5%9D%A1%E7%85%A4%E7%9F%BF,Operating,4,2018,ROM,2.98,Estimated,3.00,Estimated,2.98,Estimated,2.79,Estimated,2.82,Estimated,2.82,Estimated,-,
M2204,China,Xiangshan Coal Mine,,????????????????,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E9%99%95%E7%85%A4%E9%9F%A9%E5%9F%8E%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%B1%A1%E5%B1%B1%E7%85%A4%E7%9F%BF,Operating,2.4,2003,ROM,1.79,Estimated,1.80,Estimated,1.79,Estimated,1.68,Estimated,1.69,Estimated,1.69,Estimated,-,
M2573,China,Xiangshuihe Coal Mine,,?????????????????,https://www.gem.wiki/%E7%A5%9E%E6%9C%A8%E5%8E%BF%E9%A6%99%E6%B0%B4%E6%B2%B3%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%A6%99%E6%B0%B4%E6%B2%B3%E7%85%A4%E7%9F%BF,Operating,1.2,2018,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,-,,-,,-,
M2207,China,Xiaokang Coal Mine,,??????????????????,https://www.gem.wiki/%E9%93%81%E6%B3%95%E7%85%A4%E4%B8%9A%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%B0%8F%E5%BA%B7%E7%85%A4%E7%9F%BF,Operating,2.6,1990,ROM,1.93,Estimated,1.95,Estimated,1.94,Estimated,1.81,Estimated,1.84,Estimated,1.84,Estimated,-,
M1233,China,Xing'an Coal Mine,,????????????????????????,https://www.gem.wiki/%E9%BB%91%E9%BE%99%E6%B1%9F%E9%BE%99%E7%85%A4%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%B9%A4%E5%B2%97%E5%88%86%E5%85%AC%E5%8F%B8%E5%85%B4%E5%AE%89%E7%85%A4%E7%9F%BF,Operating,3,1956,ROM,2.23,Estimated,2.25,Estimated,2.24,Estimated,2.09,Estimated,2.12,Estimated,2.12,Estimated,-,
M2224,China,Xinghua Coal Mine,,???????????????????,https://www.gem.wiki/%E9%BB%91%E9%BE%99%E6%B1%9F%E9%BE%99%E7%85%A4%E9%B8%A1%E8%A5%BF%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%9D%8F%E8%8A%B1%E7%85%A4%E7%9F%BF,Operating,2,1986,ROM,1.49,Estimated,1.50,Estimated,1.49,Estimated,1.40,Estimated,1.41,Estimated,1.41,Estimated,-,
M2235,China,Xinlu Coal Mine,,????????????????????????,https://www.gem.wiki/%E9%BB%91%E9%BE%99%E6%B1%9F%E9%BE%99%E7%85%A4%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%B9%A4%E5%B2%97%E5%88%86%E5%85%AC%E5%8F%B8%E6%96%B0%E9%99%86%E7%85%A4%E7%9F%BF,Operating,1,1917,ROM,0.74,Estimated,0.75,Estimated,0.75,Estimated,0.70,Estimated,0.71,Estimated,0.71,Estimated,-,
M2262,China,Yaoqu Coal Mine,,?????????????,https://www.gem.wiki/%E7%A5%9E%E6%9C%A8%E5%B8%82%E7%91%B6%E6%B8%A0%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,1,2013,ROM,0.74,Estimated,0.75,Estimated,0.75,Estimated,0.70,Estimated,0.71,Estimated,0.71,Estimated,-,
M2566,China,Yilan No. 3 Coal Mine,,???????????????????????,https://www.gem.wiki/%E4%B8%AD%E7%85%A4%E9%BB%91%E9%BE%99%E6%B1%9F%E7%85%A4%E7%82%AD%E5%8C%96%E5%B7%A5%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%BE%9D%E5%85%B0%E7%AC%AC%E4%B8%89%E7%85%A4%E7%9F%BF,Operating,2.4,2022,ROM,1.79,Estimated,1.80,Estimated,-,,-,,-,,-,,-,
M2272,China,Yixin Coal Mine,,????????????????????????,https://www.gem.wiki/%E9%BB%91%E9%BE%99%E6%B1%9F%E9%BE%99%E7%85%A4%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%B9%A4%E5%B2%97%E5%88%86%E5%85%AC%E5%8F%B8%E7%9B%8A%E6%96%B0%E7%85%A4%E7%9F%BF,Operating,1.3,1917,ROM,0.97,Estimated,0.97,Estimated,0.97,Estimated,0.91,Estimated,0.92,Estimated,0.92,Estimated,-,
M0200,China,Dahaize Coal Mine,,???????????????????,https://www.gem.wiki/%E4%B8%AD%E7%85%A4%E9%99%95%E8%A5%BF%E6%A6%86%E6%9E%97%E8%83%BD%E6%BA%90%E5%8C%96%E5%B7%A5%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%A4%A7%E6%B5%B7%E5%88%99%E7%85%A4%E7%9F%BF,Operating,20,2022,ROM,11.16,Estimated,-,,-,,-,,-,,-,,-,
M1122,China,Fugu Qinglongsi Coal Mine,????????????????????,????????????????????,https://www.gem.wiki/%E6%A6%86%E6%9E%97%E7%A5%9E%E5%8D%8E%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%BA%9C%E8%B0%B7%E5%8E%BF%E9%9D%92%E9%BE%99%E5%AF%BA%E7%85%A4%E7%9F%BF,Operating,4,2018,ROM,2.98,Estimated,3.00,Estimated,2.24,Estimated,2.09,Estimated,2.12,Estimated,-,,-,
M1931,China,Haizemiao Coal Mine,,????????????????????,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E5%A5%A5%E7%BB%B4%E4%B9%BE%E5%85%83%E5%8C%96%E5%B7%A5%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%BA%9C%E8%B0%B7%E5%8E%BF%E6%B5%B7%E5%88%99%E5%BA%99%E7%85%A4%E7%9F%BF,Operating,1.5,2018,ROM,1.79,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,1.06,Estimated,-,
M1940,China,Hedishan Hongyan Coal Mine,,?????????????? (??????????????????),https://www.gem.wiki/%E7%A5%9E%E6%9C%A8%E5%B8%82%E9%BA%BB%E5%AE%B6%E5%A1%94%E4%B9%A1%E8%B4%BA%E5%9C%B0%E5%B1%B1%E7%BA%A2%E5%B2%A9%E7%85%A4%E7%9F%BF,Operating,1.2,2013,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M0234,China,Hejiata Coal Mine,,????????,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E7%9C%81%E4%BD%95%E5%AE%B6%E5%A1%94%E7%85%A4%E7%9F%BF,Operating,1.8,-,ROM,1.79,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.64,Estimated,3.14,Reported,2.85,Reported
M0250,China,Huangling Jianzhuang Coal Mine,,????????????????,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E7%85%A4%E4%B8%9A%E9%9B%86%E5%9B%A2%E9%BB%84%E9%99%B5%E5%BB%BA%E5%BA%84%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,5,2011,ROM,3.72,Estimated,3.75,Estimated,3.73,Estimated,3.49,Estimated,3.53,Estimated,3.53,Estimated,-,
M1807,China,1890 Coal Mine,,????????????????????,https://www.gem.wiki/%E6%96%B0%E7%96%86%E7%84%A6%E7%85%A4%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%B8%80%E5%85%AB%E4%B9%9D%E3%80%87%E7%85%A4%E7%9F%BF,Operating,1.2,2007,ROM,0.71,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M2428,China,1930 Coal Mine,,????????????????????,https://www.gem.wiki/%E6%96%B0%E7%96%86%E7%84%A6%E7%85%A4%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%B8%80%E4%B9%9D%E4%B8%89%E3%80%87%E7%85%A4%E7%9F%BF,Operating,1.5,2008,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,0.57,Estimated,0.56,Estimated,-,
