GEM_MINE_ID,EPA,EMAIL_SENT,MSHA_ID,COUNTRY,MINE_NAME,MINE_NAME_AKAS,MINE_NAME__NONENG,GEM_WIKI_URLS,STATUS,STATUS_DETAIL,PROJECT_TYPE,PROJECT_PHASE,OWNERS,OWNERS__NONENG,PARENT_COMPANY,COMPANY_HQS,CAPACITY__MTPA,PRODUCTION__MTPA,YEAR_OF_PRODUCTION,COAL_OUTPUT__ANNUAL_MST,MINE_TYPE,MINING_METHOD,MINE_SIZE__KM2,MINE_DEPTH__M,DEPTH_ACCURACY,WORKFORCE_SIZE,WORKFORCE_ACCURACY,COAL_TYPE,COAL_GRADE,TOTAL_RESERVES__PROVEN_AND_PROBABLE_MT,YEAR_OF_TOTAL_RESERVES_RECORDED,TOTAL_RESOURCE__INFERRED_INDICATED_MEASURED,RESERVE_TO_PRODUCTION_RATIO__RP,OPENING_YEAR,REPORTED_LIFE_OF_MINE,COALFIELD,LOCATION,PREFECTURE_DISTRICT,STATE_PROVINCE,SUBREGION,REGION,LATITUDE,LONGITUDE,LOCATION_ACCURACY,PRIMARY_CONSUMER_DESTINATION,COAL_PLANT_STEEL_PLANT_TERMINAL,COAL_PLANT_STEEL_PLANT_TERMINAL_GEM_WIKI,REPORTED_COAL_MINE_METHANE_EMISSIONS__THOUSAND_TONNES__CO2E,YEAR_OF_REPORTED_COAL_MINE_METHANE_EMISSIONS,GEM_COAL_MINE_METHANE_EMISSIONS_ESTIMATE__MCMYR,GEM_COAL_MINE_METHANE_EMISSIONS_ESTIMATE__M_TONNESYR,CMM_EMISSIONS__CO2E_20_YEARS,CMM_EMISSIONS__CO2E_100_YEARS,UPV_,SRON,GEM_FIRST_50_MINES,DATA_INTEGRATION_MINES,TOP_5_MINES,NOTES,YEAR_OF_COAL_OUTPUT,COAL_OUTPUT__ANNUAL_MT_REF,PERCENTAGE_OF_MET_COAL,PERCENTAGE_OF_THERMAL_COAL,MET_COAL_OUTPUT__MTPA,THERMAL_COAL_OUTPUT__MTPA,PERCENTAGE_REF,ACCURACY_RATING,MINE_BOUNDARIES_DELIVERY_DATE,POINT_SOURCE_LOCATION_DELIVERY_DATE,COMPANIES_AND_COUNTRIES_DELIVERY_DATE,MARS_DATA_DELIVERY_DATE,SCIENCE_STUDIES_DELIVERY_DATE,DATA_INTEGRATION_DELIVERY_DATE
M2163,,,,China,Tian'an No.11 Coal Mine,,平顶山天安煤业股份有限公司十一矿,https://www.gem.wiki/Tian%27an_No.11_Coal_Mine,Operating,,,,Pingdingshan Tianan Coal Industry Company Tian'an No.11 Coal Mine,-,China Pingmei Shenma Energy and Chemical Group,China,2.88,*,"2,022",,Underground,-,16.8,800,Exact,"6,938",Exact,Bituminous,Met,163,"2,022",320,56,"1,979",40,Pingdingshan,Xiangshan Stree,Pingdingshan,Henan,Eastern Asia,Asia,33.81,113.17,Exact,Steel Plant,Baoshan Iron & Steel,,,,55.9,0.037,3.1,1.1,,,,,,,,,,,,,,,,,Depends on our hiring,,,
M2164,,,,China,Tian'an No.12 Coal Mine,,平顶山天安煤业股份有限公司十二矿,https://www.gem.wiki/Tian%27an_No.12_Coal_Mine,Operating,,,,Pingdingshan Tianan Coal Industry Company Tian'an No.2 Coal Mine,-,China Pingmei Shenma Energy and Chemical Group,China,1.04,*,"2,022",,Underground,Longwall,12.87,400,Exact,"3,732",Exact,Bituminous,Met,26,"2,022",47,25,"1,960",18,Pingdingshan,"Qingzhuang , Donggaohuang ship",Pingdingshan,Henan,Eastern Asia,Asia,33.76,113.37,Exact,Steel Plant,Baoshan Iron and Steel Co Ltd Headquarters,https://www.gem.wiki/Baoshan_Iron_and_Steel_Co_Ltd_Headquarters,,,15.5,0.01,0.9,0.3,,,,,,,,,,,,,,,,,Depends on our hiring,,,
M2165,,,,China,Tian'an No.13 Coal Mine,,平顶山天安煤业股份有限公司十三矿,https://www.gem.wiki/Tian%27an_No.13_Coal_Mine,Operating,,,,Pingdingshan Tianan Coal Industry Company Tian'an No.13 Coal Mine,-,China Pingmei Shenma Energy and Chemical Group,China,2.1,*,"2,022",,Underground,Longwall,53.64,525,Exact,"3,958",Exact,Bituminous,Met,438,"2,022",655,208,"2,002",149,Pingdingshan,"Zhang , Ziyun",Xuchang,Henan,Eastern Asia,Asia,33.88,113.38,Exact,Steel Plant,Baoshan Iron & Steel,,,,35.2,0.024,1.9,0.7,,,,,,,,,,,,,,,,,Depends on our hiring,,,
M2166,,,,China,Tian'an No.2 Coal Mine,,平顶山天安煤业股份有限公司二矿,https://www.gem.wiki/Tian%27an_No.2_Coal_Mine,Operating,,,,Pingdingshan Tianan Coal Industry Company Tian'an No.2 Coal Mine,-,China Pingmei Shenma Energy and Chemical Group,China,2.3,*,"2,022",,Underground,-,14.4,200,Exact,"5,223",Exact,Bituminous,Met,101,"2,022",146,44,"1,957",32,Pingdingshan,Pingan Avenue,Pingdingshan,Henan,Eastern Asia,Asia,33.76,113.3,Exact,Steel Plant,Baoshan Iron & Steel,,,,23.5,0.016,1.3,0.5,,,,,,,,,,,,,,,,,Depends on our hiring,,,
M2167,,,,China,Tian'an No.4 Coal Mine,,平顶山天安煤业股份有限公司四矿,https://www.gem.wiki/Tian%27an_No.4_Coal_Mine,Operating,,,,Pingdingshan Tianan Coal Industry Company Tian'an No.4 Coal Mine,-,China Pingmei Shenma Energy and Chemical Group,China,2.72,*,"2,022",,Underground,Longwall,12.71,456,Estimate,"6,139",Exact,Bituminous,Met,74,"2,022",114,27,"1,958",19,Pingdingshan,Sikuang Road,Pingdingshan,Henan,Eastern Asia,Asia,33.78,113.27,Exact,Steel Plant,Baoshan Iron & Steel,,,,43.1,0.029,2.4,0.9,,,,,,,,,,,,,,,,,Depends on our hiring,,,
M2168,,,,China,Tian'an No.5 Coal Mine,,平顶山天安煤业股份有限公司五矿,https://www.gem.wiki/Tian%27an_No.5_Coal_Mine,Operating,,,,Pingdingshan Tianan Coal Industry Company. Tian'an No.5 Coal Mine,-,China Pingmei Shenma Energy and Chemical Group,China,1.9,*,"2,022",,Underground,-,23.28,400,Exact,"4,105",Exact,Bituminous,Met,76,"2,022",161,40,"1,958",29,Pingdingshan,Xinxin Street,Pingdingshan,Henan,Eastern Asia,Asia,33.78,113.22,Exact,Steel Plant,Baoshan Iron & Steel,,,,28.3,0.019,1.6,0.6,,,,,,,,,,,,,,,,,Depends on our hiring,,,
M2169,,,,China,Tianchen Coal Mine,,枣庄矿业（集团）有限责任公司田陈煤矿,https://www.gem.wiki/Tianchen_Coal_Mine,Operating,,,,Zaozhuang Mining Group,-,Shandong Energy,China,1.5,*,"2,023",,Underground,Longwall,48.05,"1,060",Exact,"2,653",Exact,Bituminous,Thermal & Met,50,-,-,33,"1,989",24,Tengxian,Zhangwang,Zaozhuang,Shandong,Eastern Asia,Asia,34.92,117.11,Exact,,,,,,31.2,0.021,1.7,0.6,,,,,,,,,,,,,,,,,,,,
M2170,,,,China,Tianchi Coal Mine,,山西和顺天池能源有限责任公司,https://www.gem.wiki/Tianchi_Coal_Mine,Operating,,,,Shanxi Heshun Tianchi Energy Company,-,Shandong Energy,China,1.2,*,"2,022",,Underground,Longwall,18.68,"1,150",Exact,"1,182",Exact,Bituminous,Thermal & Met,52,-,-,43,"1,999",24,Qinshui,Weima,Jinzhong,Shanxi,Eastern Asia,Asia,37.24,113.48,Exact,,,,,,25.6,0.017,1.4,0.5,,,,,,,,,,,,,,,,,,,,
M2171,,,,China,Tianyu Hengjin Coal Mine,,安徽省皖北煤电集团临汾天煜恒晋煤业有限责任公司,https://www.gem.wiki/Tianyu_Hengjin_Coal_Mine,Operating,,,,Anhui Province Wanbei Coal and Electricity Group Linfen Tianyu Hengsheng Coal Industry Company,-,Wanbei Coal & Electrical Group,China,1.2,*,"2,022",,Underground,Longwall,5.75,456,Estimate,579,Exact,Bituminous,Met,20,-,-,17,"2,009",12,Huoxi,"Xiliang , Yipingyuan ship",Linfen,Shanxi,Eastern Asia,Asia,36.3,111.32,Exact,,,,,,19,0.013,1.1,0.4,,,,,,,,,,,,,,,,,,,,
M2172,,,,China,Tianyu Hengsheng Coal Mine,,安徽省皖北煤电集团临汾天煜恒昇煤业有限责任公司,https://www.gem.wiki/Tianyu_Hengsheng_Coal_Mine,Operating,,,,Anhui Province Wanbei Coal and Electricity Group Linfen Tianyu Hengsheng Coal Industry Company,-,Wanbei Coal & Electrical Group,China,1.5,*,"2,022",,Underground,-,-,456,Estimate,706,Exact,Bituminous,Met,19,-,-,13,"1,949",9,Huoxi,"Ranyao , Yipingyuan ship",Linfen,Shanxi,Eastern Asia,Asia,36.29,111.31,Exact,,,,,,23.7,0.016,1.3,0.5,,,,,,,,,,,,,,,,,,,,
M2173,,,,China,Tiexin Coal Mine,,山西保利铁新煤业有限公司,https://www.gem.wiki/Tiexin_Coal_Mine,Operating,,,,Shanxi Poly Tiexin Coal Industry Company,-,China Coal,China,1.2,*,"2,022",,Underground,Longwall,10.35,470,Exact,899,Exact,Bituminous,Met,49,-,-,41,"2,003",28,Huoxi,"Xinzhuang , Liangdu",Jinzhong,Shanxi,Eastern Asia,Asia,36.94,111.76,Exact,Steel Plant,Anyang Iron & Steel Co Ltd,https://www.gem.wiki/Anyang_Iron_%26_Steel_Co_Ltd,,,19.3,0.013,1.1,0.4,,,,,,,,,,,,,,,,,Depends on our hiring,,,
M2174,,,,China,Tongde Coal Mine,,山西柳林汇丰兴业同德焦煤有限公司,https://www.gem.wiki/Tongde_Coal_Mine,Operating,,,,Shanxi Liulin Huifeng Xingye Tongde Coking Coal Company,-,Shanxi Huifeng Industrial Coking Coal Group,China,1.2,*,"2,022",,Underground,Longwall,9.83,762,Exact,"1,303",Exact,Bituminous,Met,42,-,-,35,"1,981",21,Hedong,Chugou,Luliang,Shanxi,Eastern Asia,Asia,37.42,110.9,Exact,,,,,,22.9,0.015,1.3,0.5,,,,,,,,,,,,,,,,,,,,
M2175,,,,China,Tonghua Coal Mine,,大同煤矿集团忻州同华煤业有限公司,https://www.gem.wiki/Tonghua_Coal_Mine,Operating,,,,Jinneng Holdings Coal Industry Group Xinzhou Coal Transportation and Sales Company [51%，Weihua Holdings Limited [49%）,-,Jinneng Group,China,2.6,*,"2,022",,Surface,Open Pit,9.84,60,Estimate,63,Exact,Bituminous,Thermal,-,-,-,-,"2,009",-,Ningwu,Baijiazhuang,Xinzhou,Shanxi,Eastern Asia,Asia,38.58,113.29,Exact,,,,,,10.2,0.007,0.6,0.2,,,,,,,,,,,,,,,,,,,,
M2176,,,,China,Tongting Coal Mine,,淮北矿业股份有限公司童亭煤矿,https://www.gem.wiki/Tongting_Coal_Mine,Operating,,,,Huaibei Mining Company,-,Wanbei Coal & Electrical Group,China,1.5,*,"2,019",,Underground,Longwall,23.75,500,Exact,"1,859",Exact,Bituminous,Met,58,-,-,39,"1,989",20,Huaibei,Tongting,Huaibei,Anhui,Eastern Asia,Asia,33.61,116.66,Exact,,,,,,24.6,0.017,1.4,0.5,,,,,,,,,,,,,,,,,,,,
M2177,,,,China,Tucheng Coal Mine,,贵州盘江精煤股份有限公司土城矿,https://www.gem.wiki/Tucheng_Coal_Mine,Operating,,,,Guizhou Panjiang Refined Coal Company,-,Guizhou Panjiang Coal and Electricity Group,China,4,*,"2,023",,Underground,-,31.25,456,Estimate,"5,273",Exact,Bituminous,Met,271,"2,022",424,68,"1,984",49,Liupanshui,Saji,Liupanshui,Guizhou,Eastern Asia,Asia,26.06,104.5,Exact,,,,,,63.3,0.042,3.5,1.3,YES,,,,,,,,,,,,,,,,Depends on our hiring,,,
M2178,,,,China,Tunbao Coal Mine,新疆昌吉市屯宝矿业有限责任公司,国能新疆屯宝矿业有限责任公司,https://www.gem.wiki/Tunbao_Coal_Mine,Operating,,,,China Energy Xinjiang Tunbao Mining Industry Company,-,China Energy,China,2.7,*,"2,022",,Underground,-,1.34,655,Exact,352,Exact,Bituminous,Thermal & Met,597,-,-,221,"2,010",-,Zhunnan,Liuhuanggou,Changji,Xinjiang,Eastern Asia,Asia,43.67,87.16,Exact,,,,,,49.2,0.033,2.7,1,,,,,,,,,,,,,,,,,,,,
M2179,,,,China,Ulansetai Coal Mine,,神木市乌兰色太煤炭有限责任公司（曾用名：神木县乌兰色太煤炭有限责任公司）,https://www.gem.wiki/Ulansetai_Coal_Mine,Operating,,,,Shenmu City Ulansetai Coal Company,-,Shenmu City Ulansetai Coal Company,China,1.8,*,"2,023",,Underground,Longwall,8.27,456,Estimate,208,Estimate,Bituminous,Thermal,40,-,-,22,"2,012",19,Shenfu,"Shengdimao , Daliuta",Yulin,Shaanxi,Eastern Asia,Asia,39.22,110.39,Exact,,,,,,28.5,0.019,1.6,0.6,,,,,,,,,,,,,,,,,,,,
M2180,,,,China,Shenmu Longde Coal Mine,,神木县隆德矿业有限责任公司,https://www.gem.wiki/Shenmu_Longde_Coal_Mine,Operating,,,,Shenmu County Longde Mining Company,-,China Huadian,China,10,*,"2,022",,Underground,Longwall,44.49,456,Estimate,"1,188",Estimate,Bituminous,Thermal,492,-,877,49,"2,013",35,Shenfu,"Heilonggou , Dabaodang",Yulin,Shaanxi,Eastern Asia,Asia,38.74,110.02,Exact,,,,,,158.3,0.106,8.8,3.2,,,,,,,,,,,,,,,,,,,,
M2181,,,,China,Taitou Coal Mine,,山西乡宁焦煤集团台头煤焦有限责任公司,https://www.gem.wiki/w/index.php?title=Taitou_Coal_Mine&action=edit&redlink=1,Operating,,,,Shanxi Xiangning Coking Coal Group Taitou Coal Coke Company,-,Shanxi Xiangning Coking Coal Group,China,1.5,*,"2,022",,Underground,Longwall,18.08,790,Exact,"1,216",Exact,Bituminous,Met,70,-,-,46,"2,006",36,Qinshui,Guantou,Linfen,Shanxi,Eastern Asia,Asia,36.03,110.92,Exact,,,,,,28.9,0.019,1.6,0.6,,,,,,,,,,,,,,,,,,,,
M2182,,,,China,Wanfeng Coal Mine,,山西金晖万峰煤矿有限公司,https://www.gem.wiki/Wanfeng_Coal_Mine,Operating,,,,Shanxi Jinhui Wanfeng Coal Mine Company,-,Jizhong Energy Group,China,1.2,*,"2,022",,Underground,Longwall,16.15,456,Estimate,513,Exact,Bituminous,Met,122,-,-,101,"2,008",-,Huoxi,"Wangma , Xiazha ship",Luliang,Shanxi,Eastern Asia,Asia,37.05,111.79,Exact,,,,,,19,0.013,1.1,0.4,,,,,,,,,,,,,,,,,,,,
M2183,,,,China,Wangjiashan Coal Mine No.4 Well,,甘肃靖煤能源有限公司王家山煤矿分公司四号井,https://www.gem.wiki/Wangjiashan_Coal_Mine,Operating,,,,Gansu Huating Coal and Electricity Company,-,Gansu Energy Chemical Investment Group,China,2.4,*,"2,019",,Underground,Longwall,8.34,"1,780",Exact,"3,728",Exact,Bituminous,Thermal,265,-,-,110,"1,982",34,Wangjiashan,Wangjiashan,Baiyin,Gansu,Eastern Asia,Asia,36.89,104.83,Exact,,,,,,55.7,0.037,3.1,1.1,,,,,,,,,,,,,,,,,,,,
M2184,,,,China,Wangjiayu Coal Mine,,山西王家峪煤业有限公司,https://www.gem.wiki/Wangjiayu_Coal_Mine,Operating,,,,Shanxi Wangjiayu Coal Industry Company,-,Changzhi County Branch of Changzhi Xinjuyuan Materials Company,China,1.2,*,"2,022",,Underground,-,11.05,682,Exact,"1,058",Exact,Bituminous,Thermal & Met,39,-,-,33,"2,008",20,Qinshui,"Shigedie , Hanbei ship",Changzhi,Shanxi,Eastern Asia,Asia,36.75,113.1,Exact,Coal Plant,Hanfeng power station,https://www.gem.wiki/Hanfeng_power_station,,,22.1,0.015,1.2,0.4,,,,,,,,,,,,,,,,,,,,
M2187,,,,China,Wangjiazhuang Coal Mine,,山西吕梁离石王家庄煤业有限公司,https://www.gem.wiki/Wangjiazhuang_Coal_Mine,Operating,,,,Shanxi Luliang Lishi Wangjiazhuang Coal Industry Company,-,Shanxi Datuhe Coking Company,China,1.5,*,"2,022",,Underground,Longwall,9.15,456,Estimate,657,Exact,Bituminous,Met,28,-,-,19,"2,012",10,Hedong,"Wangjiazhuang , Binhe Sub-district Office",Luliang,Shanxi,Eastern Asia,Asia,37.5,111.16,Exact,,,,,,23.7,0.016,1.3,0.5,,,,,,,,,,,,,,,,,,,,
M2188,,,,China,Wangling Coal Mine,,山西灵石昕益旺岭煤业有限公司,https://www.gem.wiki/Wangling_Coal_Mine,Operating,,,,Shanxi Lingshi Xinyi Wangling Coal Industry Company,-,Shanxi Xinyi Energy Group,China,2.1,*,"2,022",,Underground,Longwall,13.43,640,Exact,752,Exact,Bituminous,Met,83,-,-,40,"2,009",40,Huoxi,"Yingwu , Yingwu ship",Jinzhong,Shanxi,Eastern Asia,Asia,36.93,111.66,Exact,,,,,,37.7,0.025,2.1,0.8,,,,,,,,,,,,,,,,,,,,
M2189,,,,China,Wanglou Coal Mine,,山东东山王楼煤矿有限公司,https://www.gem.wiki/Wanglou_Coal_Mine,Operating,,,,Shandong Dongshan Wanglou Coal Mine Company,-,Shandong Energy,China,1,*,"2,023",,Underground,-,93.77,"1,164",Exact,"1,496",Exact,Bituminous,Met,28,-,-,28,"2,007",20,Jining,"Wanglou , Yutun",Jining,Shandong,Eastern Asia,Asia,35.19,116.58,Exact,,,,,,21.3,0.014,1.2,0.4,,,,,,,,,,,,,,,,,,,,
M2190,,,,China,Wangping Coal Mine,,大同煤矿集团朔州朔煤王坪煤电有限责任公司,https://www.gem.wiki/Wangping_Coal_Mine,Operating,,,,Datong Coal Mining Group,-,Jinneng Group,China,1.8,*,"2,022",,Underground,-,89.2,456,Estimate,"4,688",Exact,Bituminous,Thermal,126,-,-,70,"1,988",60,Datong,Wangping,Shuozhou,Shanxi,Eastern Asia,Asia,39.77,112.92,Exact,,,,,,28.5,0.019,1.6,0.6,,,,,,,,,,,,,,,,,,,,
M2191,,,,China,Wangtian Coal Mine,,山西忻州神达望田煤业有限公司,https://www.gem.wiki/Wangtian_Coal_Mine,Operating,,,,Shanxi Xinzhou Shenda Wangtian Coal Industry Company,-,Shanxi Xinzhou Shenda Energy Group,China,1.2,*,"2,022",,Underground,-,7.96,456,Estimate,443,Exact,Bituminous,Thermal & Met,6,-,-,5,"2,011",2,Hedong,"Lujiagou , Yaozhuang ship",Xinzhou,Shanxi,Eastern Asia,Asia,38.99,111.13,Exact,,,,,,19,0.013,1.1,0.4,,,,,,,,,,,,,,,,,,,,
M2192,,,,China,Wangxingzhuang Coal Mine,,中煤河南新能开发有限公司,https://www.gem.wiki/Wangxingzhuang_Coal_Mine,Operating,,,,Henan Xinneng Development Company,-,China Coal,China,1.2,*,"2,019",,Underground,-,71.9,293,Exact,"1,432",Exact,Anthracite,Thermal,128,-,-,107,"2,009",-,Dengfeng,"Wangxingzhuang Coal Mine, Xindian ,",Zhengzhou,Henan,Eastern Asia,Asia,34.38,113.63,Exact,,,,,,28.9,0.019,1.6,0.6,,,,,,,,,,,,,,,,,,,,
M2193,,,,China,Wangzhuang Coal Mine,,山西长治王庄煤业有限责任公司,https://www.gem.wiki/Wangzhuang_Coal_Mine,Operating,,,,Shanxi Sanyuan Coal Industry Company,-,Jinneng Group,China,3,*,"2,022",,Underground,Longwall,16.69,456,Estimate,"1,173",Exact,Anthracite,Thermal,83,-,-,28,"1,982",25,Qinshui,Yincheng,Changzhi,Shanxi,Eastern Asia,Asia,35.94,113.09,Exact,,,,,,84.3,0.056,4.7,1.7,,,,,,,,,,,,,,,,,,,,
M2194,,,,China,Wanjiazhuang Coal Mine,,山西煤炭进出口集团蒲县万家庄煤业有限公司,https://www.gem.wiki/Wanjiazhuang_Coal_Mine,Operating,,,,Shanxi Coal Import and Export Group Pu County Wanjiazhuang Coal Industry Company,-,Shanxi Coking Coal Group,China,1.2,*,"2,022",,Underground,-,13.9,456,Estimate,242,Exact,Bituminous,Met,45,-,-,38,"2,009",27,Hedong,"Niangou , Heilongguan",Linfen,Shanxi,Eastern Asia,Asia,36.22,111.21,Exact,,,,,,19,0.013,1.1,0.4,,,,,,,,,,,,,,,,,,,,
M2195,,,,China,Wantongyuan Coal Mine,,山西朔州平鲁区茂华万通源煤业有限公司,https://www.gem.wiki/Wantongyuan_Coal_Mine,Operating,,,,Shanxi Shuozhou Pinglu District Maohua Wantongyuan Coal Industry Company,-,China Huadian,China,2.1,*,"2,022",,Underground,Longwall,15.4,456,Estimate,300,Estimate,Bituminous,Thermal & Met,97,-,-,46,"2,009",30,Ningwu,"Xishui , Baitang ship",Shuozhou,Shanxi,Eastern Asia,Asia,39.49,112.29,Exact,,,,,,33.2,0.022,1.8,0.7,,,,,,,,,,,,,,,,,,,,
M2198,,,,China,Wenjiagou Coal Mine,,山西平遥县兴盛煤化有限责任公司温家沟煤矿,https://www.gem.wiki/Wenjiagou_Coal_Mine,Operating,,,,Shanxi Pingyao Xingsheng Coal Chemical Company Wenjiagou Coal Mine,-,Shanxi Province Pingyao Coal Chemistry Group,China,1.5,*,"2,022",,Underground,Longwall,9.82,800,Exact,739,Exact,Anthracite,Thermal,55,-,-,36,"2,003",22,Qinshui,"Junzhai , Buyi ship",Jinzhong,Shanxi,Eastern Asia,Asia,37.07,112.21,Exact,,,,,,48.2,0.032,2.7,1,,,,,,,,,,,,,,,,,,,,
M2199,,,,China,Wenjiata Coal Mine,,鄂尔多斯市乌兰煤炭(集团)有限责任公司温家塔煤矿,https://www.gem.wiki/Wenjiata_Coal_Mine,Operating,,,,Ordos City Ulan Coal Group,-,Ordos City Ulan Development Group,China,2.4,*,"2,022",,Underground,-,-,"1,150",Exact,295,Exact,Bituminous,Thermal,216,-,-,90,"2,009",-,,Ulan Mulun,Ordos,Inner Mongolia,Eastern Asia,Asia,39.25,110.1,Exact,,,,,,51.1,0.034,2.8,1,,,,,,,,,,,,,,,,,,,,
M2200,,,,China,Wobei Coal Mine,,淮北矿业股份有限公司涡北煤矿,https://www.gem.wiki/Wobei_Coal_Mine,Operating,,,,Huaibei Mining Company,-,Wanbei Coal & Electrical Group,China,1.8,*,"2,022",,Underground,Longwall,17.18,640,Exact,"1,963",Exact,Bituminous,Met,41,"2,022",-,23,"2,007",16,Huaibei,Zhabei,Bozhou,Anhui,Eastern Asia,Asia,33.55,116.2,Exact,,,,,,32.4,0.022,1.8,0.6,,,,,,,,,,,,,,,,,,,,
M2201,,,,China,Wujia Coal Mine,,山西阳城阳泰集团晶鑫煤业股份有限公司武甲分公司,https://www.gem.wiki/Wujia_Coal_Mine,Operating,,,,Shanxi Yangcheng Yangtai Group Jingxin Coal Industry Company Wujia Branch,-,Shanxi Yangcheng Yangtai Group Jingxin Coal Industry Company,China,1.2,*,"2,022",,Underground,-,13.34,437,Exact,798,Exact,Anthracite,Thermal,47,-,-,39,"2,010",27,Qinshui,"Wujia , Qinchi",Jincheng,Shanxi,Eastern Asia,Asia,35.65,112.3,Exact,Coal Plant,Yangcheng Taihang Energy Technology,,,,33.3,0.022,1.8,0.7,,,,,,,,,,,,,,,,,,,,
M2202,,,,China,Wulunshan Coal Mine,,贵州五轮山煤业有限公司五轮山煤矿,https://www.gem.wiki/Wulunshan_Coal_Mine,Operating,,,,Guizhou Wulunshan Coal Industry Company,-,Zhonghai Shengfeng [Beijing] Capital Management Company,China,1.5,*,"2,023",,Underground,Longwall,44.02,456,Estimate,702,Exact,Anthracite,Thermal,183,-,-,122,"2,013",-,Qianbei,"Zuogong , Shuguang ship",Bijie,Guizhou,Eastern Asia,Asia,26.6,105.29,Exact,Coal Plant,Nayong-2 power station,https://www.gem.wiki/Nayong-2_power_station,,,42.1,0.028,2.3,0.8,,,,,,,,,,,,,,,,,,,,
M2203,,,,China,Xialiyuan Coal Mine,,山西朔州平鲁区茂华下梨园煤业有限公司,https://www.gem.wiki/Xialiyuan_Coal_Mine,Operating,,,,Shanxi Shuozhou Pinglu District Maohua Xialiyuan Coal Industry Company,-,China Guoxin Holdings,China,1.5,*,"2,022",,Underground,-,3.9,"1,050",Exact,237,Exact,Bituminous,Thermal & Met,90,-,-,60,"2,016",-,Ningwu,"Xialiyuan , Xiangyangbao ship",Shuozhou,Shanxi,Eastern Asia,Asia,39.59,112.39,Exact,,,,,,31.2,0.021,1.7,0.6,,,,,,,,,,,,,,,,,,,,
M2204,,,,China,Xiangshan Coal Mine,,陕西陕煤韩城矿业有限公司象山煤矿,https://www.gem.wiki/Xiangshan_Coal_Mine,Operating,,,,Shaanxi Shanmei Hancheng Mining Company Xiangshan Coal Mine,-,Shaanxi Coal and Chemical Industry Group,China,2.4,*,"2,022",,Underground,Longwall,70,456,Estimate,"2,169",Exact,Bituminous,Thermal,59,-,-,25,"2,003",17,Weibei,"Yaozhuang , Xincheng District,",Weinan,Shaanxi,Eastern Asia,Asia,35.48,110.42,Exact,,,,,,38,0.025,2.1,0.8,,,,,,,,,,,,,,,,,,,,
M2206,,,,China,Xiaochang Coal Mine,,山西长治郊区三元南耀小常煤业有限公司,https://www.gem.wiki/Xiaochang_Coal_Mine,Operating,,,,Shanxi Sanyuan Coal Industry Company,-,Jinneng Group,China,2.1,*,"2,022",,Underground,Longwall,16.64,456,Estimate,"1,016",Exact,Bituminous,Thermal & Met,51,-,-,24,"2,009",30,Qinshui,Houbeizhuang,Changzhi,Shanxi,Eastern Asia,Asia,36.21,113.02,Exact,,,,,,33.2,0.022,1.8,0.7,,,,,,,,,,,,,,,,,,,,
M2207,,,,China,Xiaokang Coal Mine,,铁法煤业（集团）有限责任公司小康煤矿,https://www.gem.wiki/Xiaokang_Coal_Mine,Operating,,,,Tiefa Coal Industry Group Xiaokang Coal Mine,-,Liaoning Energy Industry Holding Group,China,2.6,*,"2,022",,Underground,Longwall,-,456,Estimate,"2,483",Exact,Bituminous,Thermal,41,-,-,16,"1,990",9,Tiefa,Santaizi,Shenyang,Liaoning,Eastern Asia,Asia,42.66,123.39,Exact,,,,,,41.2,0.028,2.3,0.8,,,,,,,,,,,,,,,,,,,,
M2208,,,,China,Xiaolongtan Surface Coal Mine,,云南省小龙潭矿务局小龙潭露天矿,https://www.gem.wiki/Xiaolongtan_Surface_Coal_Mine,Operating,,,,Yunnan Province Xiaolongtan Mining Bureau Xiaolongtan Surface Coal Mine,-,Yunnan Jinma Group,China,4,*,"2,022",,Surface,Open Pit,-,60,Estimate,944,Estimate,Anthracite,Thermal,97,-,-,24,"1,953",43,Xiaolongtan,Xiaolongtan,Honghe,Yunnan,Eastern Asia,Asia,23.82,103.2,Exact,,,,,,35.3,0.024,1.9,0.7,,,,,,,,,,,,,,,,,,,,
M2209,,,,China,Xiaoming Coal Mine,,铁法煤业（集团）有限责任公司晓明矿,https://www.gem.wiki/Xiaoming_Coal_Mine,Operating,,,,Tiefa Coal Industry Group Xiaoming Coal Mine,-,Liaoning Energy Industry Holding Group,China,1.2,*,"2,022",,Underground,Longwall,16.5,400,Exact,"1,000",Exact,Bituminous,Thermal,22,-,-,18,"1,968",7,Tiefa,Hongfang Street,Tieling,Liaoning,Eastern Asia,Asia,42.47,123.59,Exact,,,,,,17.9,0.012,1,0.4,,,,,,,,,,,,,,,,,,,,
M2210,,,,China,Xiaonan Coal Mine,,铁法煤业（集团）有限责任公司晓南矿,https://www.gem.wiki/Xiaonan_Coal_Mine,Operating,,,,Tiefa Coal Industry GroupXiaonan Coal Mine,-,Liaoning Energy Industry Holding Group,China,2.1,*,"2,022",,Underground,Longwall,23.04,456,Estimate,"2,401",Exact,Bituminous,Thermal,21,-,-,10,"1,980",7,Tiefa,Xiaonan,Tieling,Liaoning,Eastern Asia,Asia,42.37,123.61,Exact,,,,,,33.2,0.022,1.8,0.7,,,,,,,,,,,,,,,,,,,,
