GEM_MINE_ID,EPA,EMAIL_SENT,MSHA_ID,COUNTRY,MINE_NAME,MINE_NAME_AKAS,MINE_NAME__NONENG,GEM_WIKI_URLS,STATUS,STATUS_DETAIL,PROJECT_TYPE,PROJECT_PHASE,OWNERS,OWNERS__NONENG,PARENT_COMPANY,COMPANY_HQS,CAPACITY__MTPA,PRODUCTION__MTPA,YEAR_OF_PRODUCTION,COAL_OUTPUT__ANNUAL_MST,MINE_TYPE,MINING_METHOD,MINE_SIZE__KM2,MINE_DEPTH__M,DEPTH_ACCURACY,WORKFORCE_SIZE,WORKFORCE_ACCURACY,COAL_TYPE,COAL_GRADE,TOTAL_RESERVES__PROVEN_AND_PROBABLE_MT,YEAR_OF_TOTAL_RESERVES_RECORDED,TOTAL_RESOURCE__INFERRED_INDICATED_MEASURED,RESERVE_TO_PRODUCTION_RATIO__RP,OPENING_YEAR,REPORTED_LIFE_OF_MINE,COALFIELD,LOCATION,PREFECTURE_DISTRICT,STATE_PROVINCE,SUBREGION,REGION,LATITUDE,LONGITUDE,LOCATION_ACCURACY,PRIMARY_CONSUMER_DESTINATION,COAL_PLANT_STEEL_PLANT_TERMINAL,COAL_PLANT_STEEL_PLANT_TERMINAL_GEM_WIKI,REPORTED_COAL_MINE_METHANE_EMISSIONS__THOUSAND_TONNES__CO2E,YEAR_OF_REPORTED_COAL_MINE_METHANE_EMISSIONS,GEM_COAL_MINE_METHANE_EMISSIONS_ESTIMATE__MCMYR,GEM_COAL_MINE_METHANE_EMISSIONS_ESTIMATE__M_TONNESYR,CMM_EMISSIONS__CO2E_20_YEARS,CMM_EMISSIONS__CO2E_100_YEARS,UPV_,SRON,GEM_FIRST_50_MINES,DATA_INTEGRATION_MINES,TOP_5_MINES,NOTES,YEAR_OF_COAL_OUTPUT,COAL_OUTPUT__ANNUAL_MT_REF,PERCENTAGE_OF_MET_COAL,PERCENTAGE_OF_THERMAL_COAL,MET_COAL_OUTPUT__MTPA,THERMAL_COAL_OUTPUT__MTPA,PERCENTAGE_REF,ACCURACY_RATING,MINE_BOUNDARIES_DELIVERY_DATE,POINT_SOURCE_LOCATION_DELIVERY_DATE,COMPANIES_AND_COUNTRIES_DELIVERY_DATE,MARS_DATA_DELIVERY_DATE,SCIENCE_STUDIES_DELIVERY_DATE,DATA_INTEGRATION_DELIVERY_DATE
M4366,,,,China,Datong Kouquan Coal Mine,,山西煤炭运销集团口泉煤业有限公司,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E7%85%A4%E7%82%AD%E8%BF%90%E9%94%80%E9%9B%86%E5%9B%A2%E5%8F%A3%E6%B3%89%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Shanxi Coal Transportation and Marketing Group Kouquan Coal Industry Co Ltd,-,Jinneng Holding Group Co Ltd,China,1.2,*,"2,022",,Underground,Longwall,2.17,390,Exact,205,Exact,Bituminous,Thermal & Met,17,-,22,14,"2,020",-,Datong,"Yangjiayao Village, Kouquan Township, Nanjiao District",Datong,Shanxi,Eastern Asia,Asia,39.93,113.05,Exact,,,,,,17.7,0.012,1,0.4,,,,,,,,,,,,,,,,,,,,
M4367,,,,China,Datong Xinwang Coal Mine,,山西煤炭运销集团新旺煤业有限公司,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E7%85%A4%E7%82%AD%E8%BF%90%E9%94%80%E9%9B%86%E5%9B%A2%E6%96%B0%E6%97%BA%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Shanxi Coal Transportation and Marketing Group Xinwang Coal Industry Co Ltd,-,Jinneng Holding Group Co Ltd,China,0.6,*,"2,022",,Underground,Longwall,2.76,456,Estimate,195,Exact,Bituminous,Thermal,3,-,11,6,"2,008",4,Datong,"East Village, Xicun Township, Xinrong District",Datong,Shanxi,Eastern Asia,Asia,40.19,113.12,Exact,,,,,,9.5,0.006,0.5,0.2,,,,,,,,,,,,,,,,,,,,
M4369,,,,China,Datong Yisheng Coal Mine,,大同煤矿集团同地益晟煤业有限公司,https://www.gem.wiki/%E5%A4%A7%E5%90%8C%E7%85%A4%E7%9F%BF%E9%9B%86%E5%9B%A2%E5%90%8C%E5%9C%B0%E7%9B%8A%E6%99%9F%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Datong Coal Mine Group TONGDI Yisheng Coal Industry Co Ltd,-,Jinneng Holding Group Co Ltd,China,*,0.6,"2,022",,Underground,-,6.06,119.6,Exact,615,Exact,Bituminous,Thermal & Met,24,-,-,40,"2,014",-,Datong,"Fanjiasi Village, Dianwan Town, Zuoyun County",Datong,Shanxi,Eastern Asia,Asia,39.96,112.85,Exact,,,,,,4.3,0.003,0.2,0.1,,,,,,,,,,,,,,,,,,,,
M4370,,,,China,Feicheng Xintaoyang Coal Mine,,山东新陶阳矿业有限责任公司,https://www.gem.wiki/%E5%B1%B1%E4%B8%9C%E6%96%B0%E9%99%B6%E9%98%B3%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,,,,Shandong Xintaoyang Mining Industry Co Ltd,-,Shandong Xintaoyang Mining Industry Co Ltd,China,0.6,*,"2,023",,Underground,-,20.71,350,Exact,922,Exact,Bituminous,Thermal & Met,15,-,167,25,"1,982",-,Feicheng,"Hutun Town, Feicheng City",Tai'an,Shandong,Eastern Asia,Asia,36.23,116.64,Exact,,,,,,8.4,0.006,0.5,0.2,,,,,,,,,,,,,,,,,,,,
M4371,,,,China,Guizhou Dawan Coal Mine West Well,,贵州达旺矿业股份有限公司大湾煤矿西井,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E8%BE%BE%E6%97%BA%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%A4%A7%E6%B9%BE%E7%85%A4%E7%9F%BF%E8%A5%BF%E4%BA%95,Operating,,,,Weining Dawan West Well Management Branch of Guizhou Dawang Mining Co Ltd,-,Guizhou Shuikuang Holding Group Co Ltd,China,0.9,*,"2,023",,Underground,Longwall,7.13,351,Exact,-,Estimate,Bituminous,Met,99,-,311,111,"2,017",-,Shuicheng,"Yuanmu Village, Dongfeng Town, Weining County",Bijie,Guizhou,Eastern Asia,Asia,26.79,104.59,Exact,,,,,,12.6,0.008,0.7,0.3,,,,,,,,,,,,,,,,,,,,
M4372,,,,China,Guizhou Zhongshan District Qunli Coal Mine,,钟山区群力煤矿,https://www.gem.wiki/%E9%92%9F%E5%B1%B1%E5%8C%BA%E7%BE%A4%E5%8A%9B%E7%85%A4%E7%9F%BF,Proposed,Announced,New,,-,-,-,China,1,*,,,Surface,Open Pit,-,50,Estimate,-,Estimate,Subbituminous,-,-,-,-,-,TBD,-,,Zhongshan District,Liupanshui,Guizhou,Eastern Asia,Asia,39.96,112.85,Approximate,,,,,,0.9,0.001,0,0,,,,,,,,,,,,,,,,,,,,
M4373,,,,China,Gujiao Fuchang Coal Mine,,山西煤炭运销集团古交福昌煤业有限公司,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E7%85%A4%E7%82%AD%E8%BF%90%E9%94%80%E9%9B%86%E5%9B%A2%E5%8F%A4%E4%BA%A4%E7%A6%8F%E6%98%8C%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Shanxi Coal Transportation and Marketing Group Gujiao Fuchang Coal Industry Co Ltd,-,Jinneng Holding Group Co Ltd,China,0.6,*,"2,022",,Underground,Longwall,1.8,92.4,Exact,157,Exact,Bituminous,Met,5,-,23,9,"2,011",6,Xishan,"Yingli Village, Malan Town, Gujiao City",Taiyuan,Shanxi,Eastern Asia,Asia,37.84,112.02,Exact,,,,,,3.6,0.002,0.2,0.1,,,,,,,,,,,,,,,,,,,,
M4374,,,,China,Gujiao Liaoyuan Coal Mine,,山西煤炭运销集团古交辽源煤业有限公司,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E7%85%A4%E7%82%AD%E8%BF%90%E9%94%80%E9%9B%86%E5%9B%A2%E5%8F%A4%E4%BA%A4%E8%BE%BD%E6%BA%90%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Gujiao Liaoyuan Coal Mine Co Ltd,-,Jinneng Holding Group Co Ltd,China,*,0.6,"2,022",,Underground,Longwall,1.98,171.58,Exact,385,Exact,Bituminous,Met,7,-,15,12,"2,020",9,Xishan,"Nanjiashan Village, Malan Town, Gujiao City",Taiyuan,Shanxi,Eastern Asia,Asia,37.88,112.0,Exact,,,,,,5.6,0.004,0.3,0.1,,,,,,,,,,,,,,,,,,,,
M4375,,,,China,Gujiao Pingdingyao Coal Mine,,山西古交煤焦集团平定窑煤业有限公司,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E5%8F%A4%E4%BA%A4%E7%85%A4%E7%84%A6%E9%9B%86%E5%9B%A2%E5%B9%B3%E5%AE%9A%E7%AA%91%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Pingdingyao Coal Industry Co Ltd of Shanxi Gujiao Coal and Coke Group,-,Inner Mongolia Huijutong Industrial Co Ltd,China,*,0.6,"2,022",,Underground,-,2.33,200,Exact,286,Estimate,Bituminous,Met,10,-,33,16,"2,020",12,Xishan,"Jialequan Village, Jialequan Township, Gujiao City",Taiyuan,Shanxi,Eastern Asia,Asia,37.99,112.1,Exact,,,,,,6.1,0.004,0.3,0.1,,,,,,,,,,,,,,,,,,,,
M4376,,,,China,Gujiao Yicheng Coal Mine,,山西古交西山义城煤业有限责任公司,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E5%8F%A4%E4%BA%A4%E8%A5%BF%E5%B1%B1%E4%B9%89%E5%9F%8E%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,,,,Shanxi Gujiao Xishan Yicheng Coal Industry Co Ltd,-,Shanxi Coking Coal Group Co Ltd,China,*,0.6,"2,022",,Underground,Longwall,1.95,456,Estimate,275,Exact,Bituminous,Met,5,-,13,8,"2,015",-,Xishan,"Yili Village, Chengdi Town, Gujiao City",Taiyuan,Shanxi,Eastern Asia,Asia,37.93,112.02,Exact,,,,,,9.5,0.006,0.5,0.2,,,,,,,,,,,,,,,,,,,,
M4377,,,,China,Heze Shanxian Coal Mine,,肥城矿业集团单县能源有限责任公司,https://www.gem.wiki/%E8%82%A5%E5%9F%8E%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E5%8D%95%E5%8E%BF%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,,,,Feicheng Mining Group Shanxian Energy Co Ltd,-,Yankuang Group Co Ltd,China,0.7,*,"2,023",,Underground,Longwall,22.8,"1,184",Exact,"1,309",Exact,Bituminous,Met,34,-,-,48,"2,013",38,Shanxian,"Litianlou Town, Shan County",Heze,Shandong,Eastern Asia,Asia,34.79,116.22,Exact,,,,,,15,0.01,0.8,0.3,,,,,,,,,,,,,,,,,,,,
M4378,,,,China,Jinan Panxi Coal Mine,,山东万祥矿业有限公司潘西煤矿,https://www.gem.wiki/%E5%B1%B1%E4%B8%9C%E4%B8%87%E7%A5%A5%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%BD%98%E8%A5%BF%E7%85%A4%E7%9F%BF,Operating,,,,Laiwu Wanxiang Mining Co Ltd Panxi Coal Mine,-,Yankuang Group Co Ltd,China,0.7,*,"2,023",,Underground,Longwall,17.89,456,Estimate,"1,909",Exact,Bituminous,Thermal,27,-,52,39,"1,960",22,Laiwu,"Lianhuachi Village, Yanzhuang Town, Gangcheng District",Jinan,Shandong,Eastern Asia,Asia,36.14,117.78,Exact,,,,,,11.1,0.007,0.6,0.2,,,,,,,,,,,,,,,,,,,,
M4379,,,,China,Jining Jinqiao Coal Mine,,济宁市金桥煤矿,https://www.gem.wiki/%E6%B5%8E%E5%AE%81%E5%B8%82%E9%87%91%E6%A1%A5%E7%85%A4%E7%9F%BF,Operating,,,,Jining Jinqiao Coal Mine,-,Jining Energy Development Group Co Ltd,China,0.81,*,"2,023",,Underground,Longwall,39.4,607,Exact,861,Exact,Bituminous,Thermal & Met,46,-,271,57,"2,003",37,Jinxiang,"Xulou Village, Gaohe Township, Jinxiang County",Jining,Shandong,Eastern Asia,Asia,35.11,116.34,Exact,,,,,,14.4,0.01,0.8,0.3,,,,,,,,,,,,,,,,,,,,
M4380,,,,China,Jining Xiaoyun Coal Mine,,济宁矿业集团有限公司霄云煤矿,https://www.gem.wiki/%E6%B5%8E%E5%AE%81%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%9C%84%E4%BA%91%E7%85%A4%E7%9F%BF,Operating,,,,Jining MINING Industry Group Co Ltd Xiaoyun Coal Mine,-,Jining Energy Development Group Co Ltd,China,0.9,*,"2,023",,Underground,Longwall,23.42,829.5,Exact,"1,474",Exact,Bituminous,Met,43,-,101,48,"2,012",41,Jinxiang,"West Street, Xiaoyun Town, Jinxiang County",Jining,Shandong,Eastern Asia,Asia,34.9,116.4,Exact,"Shandong Yankuang International Coking Co., Ltd.；No. 1 International Avenue, Yanzhou District, Jining City, Shandong Province",,,,,17.6,0.012,1,0.4,,,,,,,,,,,,,,,,,,,,
M4381,,,,China,Jining Yineng Coal Mine,,山东义能煤矿有限公司,https://www.gem.wiki/%E5%B1%B1%E4%B8%9C%E4%B9%89%E8%83%BD%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Shandong Yineng Coal Mine Co Ltd,-,Heungkong Group Co Ltd,China,0.6,*,"2,023",,Underground,Longwall,30.53,456,Estimate,991,Exact,Bituminous,Thermal & Met,26,-,100,43,"2,015",-,Ningwen,"Yiqiao Township, Wenshang County",Jining,Shandong,Eastern Asia,Asia,35.67,116.56,Exact,,,,,,9.5,0.006,0.5,0.2,,,,,,,,,,,,,,,,,,,,
M4382,,,,China,Jining Yiqiao Coal Mine,,汶上义桥煤矿有限责任公司,https://www.gem.wiki/%E6%B1%B6%E4%B8%8A%E4%B9%89%E6%A1%A5%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,,,,Wenshang Yiqiao Coal Mine,-,Jining Energy Development Group Co Ltd,China,0.8,*,"2,023",,Underground,-,17.5,456,Estimate,"1,567",Exact,Bituminous,Met,11,-,40,13,"2,006",-,Wenshang,"Yiqiao Town, Wenshang County",Jining,Shandong,Eastern Asia,Asia,35.67,116.56,Exact,,,,,,12.7,0.008,0.7,0.3,,,,,,,,,,,,,,,,,,,,
M4383,,,,China,Jining Yunhe Coal Mine,,山东济宁运河煤矿有限责任公司,https://www.gem.wiki/%E5%B1%B1%E4%B8%9C%E6%B5%8E%E5%AE%81%E8%BF%90%E6%B2%B3%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,,,,Shandong Jining Yunhe Coal Mine Co Ltd,-,Jining Energy Development Group Co Ltd,China,0.7,*,"2,023",,Underground,Longwall,12.4,528.5,Exact,"1,534",Exact,Bituminous,Thermal & Met,10,-,150,15,"1,999",6,Jining,"Zhaijia Village, Nanzhang Subdistrict Office, Rencheng District",Jining,Shandong,Eastern Asia,Asia,35.49,116.51,Exact,,,,,,11.7,0.008,0.6,0.2,,,,,,,,,,,,,,,,,,,,
M4384,,,,China,Jinxiang Huayuan Coal Mine,,济宁矿业集团花园井田资源开发有限公司,https://www.gem.wiki/%E6%B5%8E%E5%AE%81%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E8%8A%B1%E5%9B%AD%E4%BA%95%E7%94%B0%E8%B5%84%E6%BA%90%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Jining Mining Group Huayuan Minefield Resources Development Co Ltd,-,Jining Energy Development Group Co Ltd,China,0.45,*,"2,023",,Underground,Longwall,28.61,500,Exact,749,Estimate,Bituminous,Met,12,-,68,27,"2,009",41,Jinxiang,"West Central Road, Jinxiang County",Jining,Shandong,Eastern Asia,Asia,35.06,116.28,Exact,,,,,,7.4,0.005,0.4,0.1,,,,,,,,,,,,,,,,,,,,
M4386,,,,China,Lingcheng Xingcun Coal Mine,,山东省天安矿业集团有限公司星村煤矿,https://www.gem.wiki/%E5%B1%B1%E4%B8%9C%E7%9C%81%E5%A4%A9%E5%AE%89%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%98%9F%E6%9D%91%E7%85%A4%E7%9F%BF,Operating,,,,Shandong Tian'an Mining Group Co Ltd Xingcun Coal Mine,-,Shandong Tian'an Mining Group Co Ltd,China,0.9,*,"2,023",,Underground,-,32.6,749,Exact,500-600,Exact,Bituminous,Thermal & Met,34,-,341,38,"2,006",22,Yanzhou,"Star Village, Lingcheng Town",Qufu,Shandong,Eastern Asia,Asia,35.53,116.94,Exact,,,,,,17,0.011,0.9,0.3,,,,,,,,,,,,,,,,,,,,
M4387,,,,China,Ningyang Xin'an Coal Mine,,山东华宁矿业集团有限公司鑫安煤矿,https://www.gem.wiki/%E5%B1%B1%E4%B8%9C%E5%8D%8E%E5%AE%81%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%91%AB%E5%AE%89%E7%85%A4%E7%9F%BF,Operating,,,,Shandong Huaning Mining Group Co Ltd Xin'an Coal Mine,-,Shandong Xingning Energy Group Co Ltd,China,0.8,*,"2,023",,Underground,-,27.87,280,Exact,"1,400",Exact,Bituminous,Thermal & Met,97,-,220,121,"2,006",42,Ningwen,"Dongshu Town, Ningyang County",Tai'an,Shandong,Eastern Asia,Asia,35.73,116.71,Exact,,,,,,10,0.007,0.6,0.2,,,,,,,,,,,,,,,,,,,,
M4388,,,,China,Panzhou Zhongheng Coal Mine,,贵州紫森源集团投资有限公司盘州市仲恒煤矿,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E7%B4%AB%E6%A3%AE%E6%BA%90%E9%9B%86%E5%9B%A2%E6%8A%95%E8%B5%84%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9B%98%E5%B7%9E%E5%B8%82%E4%BB%B2%E6%81%92%E7%85%A4%E7%9F%BF,Operating,,,,Guizhou Zisenyuan Group Investment Co Ltd Zhongheng Coal Mine,-,Guizhou Zisenyuan Group Investment Co Ltd,China,0.9,*,"2,023",,Underground,Longwall,2.91,456,Estimate,"1,795",Exact,Bituminous,Met,38,-,54,42,"2,013",32,Liupanshui,"Zhongshatuo Village, Panzhou City,",Liupanshui,Guizhou,Eastern Asia,Asia,25.72,104.4,Exact,,,,,,14.2,0.01,0.8,0.3,,,,,,,,,,,,,,,,,,,,
M4389,,,,China,Qianxi Tailai Coal Mine,,贵州林东矿业集团有限责任公司黔西县太来乡泰来煤矿,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E6%9E%97%E4%B8%9C%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%BB%94%E8%A5%BF%E5%8E%BF%E5%A4%AA%E6%9D%A5%E4%B9%A1%E6%B3%B0%E6%9D%A5%E7%85%A4%E7%9F%BF#.E9.A1.B9.E7.9B.AE.E4.BF.A1.E6.81.AF,Operating,,,,Guizhou Lindong Mining Group Co Ltd Tailai Coal Mine,-,Guizhou Panjiang Investment Holding [Group] Co Ltd,China,0.45,*,"2,023",,Underground,-,9.95,86.7,Exact,691,Exact,Anthracite,Thermal,39,-,97,86,"2,012",31,Qianxi,"Xinba Village, Tailai Township, Qianxi County",Bijie,Guizhou,Eastern Asia,Asia,27.06,106.32,Exact,,,,,,5.6,0.004,0.3,0.1,,,,,,,,,,,,,,,,,,,,
M4390,,,,China,Qihe Qiuji Coal Mine,,山东省邱集煤矿有限公司,https://www.gem.wiki/%E5%B1%B1%E4%B8%9C%E7%9C%81%E9%82%B1%E9%9B%86%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Shandong Qihe County Qiuji Coal Mine,-,Yankuang Group Co Ltd,China,0.75,*,"2,023",,Underground,Longwall,36.14,500,Exact,749,Exact,Bituminous,Thermal & Met,26,-,237,35,"2,003",25,Huanghebei,"Qiu Ji, Qihe County",Dezhou,Shandong,Eastern Asia,Asia,36.48,116.48,Exact,,,,,,12.3,0.008,0.7,0.2,,,,,,,,,,,,,,,,,,,,
M4391,,,,China,Qihe Zhaoguan Coal Mine,,山东新矿赵官能源有限责任公司,https://www.gem.wiki/%E5%B1%B1%E4%B8%9C%E6%96%B0%E7%9F%BF%E8%B5%B5%E5%AE%98%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,,,,Shandong Xinkuang Zhaoguan Energy Co Ltd,-,Yankuang Group Co Ltd,China,0.9,*,"2,023",,Underground,Longwall,59.21,415,Exact,906,Exact,Bituminous,Thermal & Met,74,-,328,82,"2,009",43,Huanghebei,"Zhaoguan Town, Qihe County",Dezhou,Shandong,Eastern Asia,Asia,36.51,116.56,Exact,,,,,,13.6,0.009,0.8,0.3,,,,,,,,,,,,,,,,,,,,
M4392,,,,China,Qufu Shanjiachun Coal Mine,,山东裕隆矿业集团有限公司单家村煤矿,https://www.gem.wiki/%E5%B1%B1%E4%B8%9C%E8%A3%95%E9%9A%86%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%8D%95%E5%AE%B6%E6%9D%91%E7%85%A4%E7%9F%BF,Operating,,,,Shandong Yulong Mining Group Co Ltd Shanjiachun Coal Mine,-,Qufu Yulong Mining Industry Development Investment Co Ltd,China,0.6,*,"2,023",,Underground,Longwall,6.3,450,Exact,829,Exact,Bituminous,Thermal,38,-,52,64,"1,989",-,Yanzhou,"Shanjia Village, Shizhuang Town, Qufu",Jining,Shandong,Eastern Asia,Asia,35.6,116.86,Exact,,,,,,9.4,0.006,0.5,0.2,,,,,,,,,,,,,,,,,,,,
M4393,,,,China,Rencheng Luxi Coal Mine,,山东里能鲁西矿业有限公司,https://www.gem.wiki/%E5%B1%B1%E4%B8%9C%E9%87%8C%E8%83%BD%E9%B2%81%E8%A5%BF%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Shandong Lineng Luxi Mine Industry Co Ltd,-,Yankuang Group Co Ltd,China,0.87,*,"2,023",,Underground,-,54.42,300,Exact,695,Exact,Bituminous,Thermal & Met,28,-,106,32,"2,002",7,Ningyang～Wenshang,"Ershilipu, Rencheng District",Jining,Shandong,Eastern Asia,Asia,35.55,116.59,Exact,,,,,,11.3,0.008,0.6,0.2,,,,,,,,,,,,,,,,,,,,
M4394,,,,China,Shuicheng Baoxing Coal Mine,,贵州久益矿业股份有限公司水城县都格乡保兴煤矿,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E4%B9%85%E7%9B%8A%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%B0%B4%E5%9F%8E%E5%8E%BF%E9%83%BD%E6%A0%BC%E4%B9%A1%E4%BF%9D%E5%85%B4%E7%85%A4%E7%9F%BF,Operating,,,,Guizhou Jiuyi Mining Co Ltd Mine Shuicheng County Baoxing Coal,-,Guizhou Jiuyi Mining Co Ltd,China,1.5,*,"2,023",,Underground,-,4.23,200,Exact,560,Exact,Bituminous,Thermal & Met,17,-,115,11,"2,012",20,Liupanshui,"Xinpan Village, Duge Town, Shuicheng County",Liupanshui,Guizhou,Eastern Asia,Asia,26.34,104.66,Exact,,Guizhou Fa'er power station; Yemazhai power station,https://www.gem.wiki/Guizhou_Fa%27er_power_station; https://www.gem.wiki/Yemazhai_power_station,,,15.4,0.01,0.8,0.3,,,,,,,,,,,,,,,,,,,,
M4395,,,,China,Shuicheng Miluo Coal Mine,,贵州水城矿业股份有限公司水城县米箩煤矿,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E6%B0%B4%E5%9F%8E%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%B0%B4%E5%9F%8E%E5%8E%BF%E7%B1%B3%E7%AE%A9%E7%85%A4%E7%9F%BF,Operating,,,Stage 1,Guizhou Gemudi Mining Co Ltd Shuicheng County Miluo Coal Mine,-,Guizhou Shuikuang Holding Group Co Ltd,China,0.9,*,"2,023",,Underground,Longwall,15.45,700,Exact,852,Exact,Bituminous,Thermal & Met,101,-,188,113,"2,015",81,Liupanshui,"Lumo Village, Miluo Township, Shuicheng County",Liupanshui,Guizhou,Eastern Asia,Asia,26.4,104.99,Exact,,Guizhou Fa'er power station;  Qiandong power station,https://www.gem.wiki/Guizhou_Fa%27er_power_station;  https://www.gem.wiki/Qiandong_power_station,,,16.7,0.011,0.9,0.3,,,,,,,,,,,,,,,,,,,,
M4396,,,,China,Taiyuan Dongfeng Coal Mine,,太原东山东峰煤业有限公司,https://www.gem.wiki/%E5%A4%AA%E5%8E%9F%E4%B8%9C%E5%B1%B1%E4%B8%9C%E5%B3%B0%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Taiyuan Dongshan Dongfeng Coal Industry Co Ltd,-,Taiyuan Dongshan Coal Mine Co Ltd,China,2.4,*,"2,023",,Underground,-,2.53,62.58,Exact,488,Exact,Bituminous,Thermal,24,-,38,10,"2,015",-,Xishan,"Jijiagou Village, Wangfeng Township, Wanbolin District",Taiyuan,Shanxi,Eastern Asia,Asia,37.89,112.27,Exact,,,,,,10.3,0.007,0.6,0.2,,,,,,,,,,,,,,,,,,,,
M4397,,,,China,Taiyuan Fujuyuan Coal Mine,,山西华润煤业有限公司福巨源煤矿,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E5%8D%8E%E6%B6%A6%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%A6%8F%E5%B7%A8%E6%BA%90%E7%85%A4%E7%9F%BF,Operating,,,,Shanxi Huarun Coal Industry Co Ltd Fujuyuan Coal Mine,-,China Guoxin Holding Co Ltd,China,0.6,*,"2,022",,Underground,Longwall,2.29,180,Exact,243,Estimate,Bituminous,Met,7,-,30,11,"2,016",8,Xishan,"Yeyuan Village, Jialequan Township, Gujiao City",Taiyuan,Shanxi,Eastern Asia,Asia,38.02,112.11,Exact,,,,,,5.7,0.004,0.3,0.1,,,,,,,,,,,,,,,,,,,,
